femLRS maleLRS jSurv sex f_coeff immGG DFEs id cohort socdam socsire brood pair
NA NA 0 Female 0.0497046965174377 0.620594024658203 1.96264298110511 2311 2007 1966 1954 909 105
NA NA 0 Female 0.0643822802230716 0.621307373046875 1.96264298110511 2192 2007 1966 1954 909 105
NA NA 0 Male 0.104977560928091 0.581874847412109 -1.67289357143979 2353 2008 2012 2088 910 255
NA NA 0 Female 0 0.805402755737305 -1.34239024848116 2347 2008 50 2086 911 250
NA NA 0 Male 0 0.805402755737305 -1.34239024848116 2364 2008 50 2086 911 250
NA NA 0 Female 0 0.805402755737305 -1.34239024848116 2382 2008 50 2086 911 250
NA NA 0 Male 0 0.805402755737305 -1.34239024848116 2392 2008 50 2086 911 250
NA NA 0 Female 0.0727810682728887 0.518424987792969 -1.30107733311133 2201 2008 1938 1954 162 117
NA NA 0 Female 0.146639701444656 0.517711639404297 -1.30107733311133 2374 2008 1938 1954 162 117
NA NA 0 Female 0.0727810682728887 0.518424987792969 -1.30107733311133 2204 2008 1938 1954 162 117
NA NA 0 Female 0.0314386857207865 0.692773818969727 -1.21845150237167 2381 2008 1958 2142 163 120
NA NA 0 Male 0.0314386857207865 0.692773818969727 -1.21845150237167 2391 2008 1958 2142 163 120
NA NA 0 Female 0.0588563834317029 0.713979721069336 -1.17713858700185 2344 2008 1689 2141 912 441
NA NA 0 Male 0.0588563834317029 0.713979721069336 -1.17713858700185 2363 2008 1689 2141 912 441
NA NA 0 Female 0.0588563834317029 0.713979721069336 -1.17713858700185 2380 2008 1689 2141 912 441
NA NA 0 Male 0.0588563834317029 0.713979721069336 -1.17713858700185 2390 2008 1689 2141 912 441
NA NA 0 Female 0.107206497821608 0.585041522979736 -1.21845150237167 2610 2008 2440 2145 164 121
NA NA 0 Male 0.0666820367332548 0.62169075012207 -1.13582567163202 2350 2008 2066 2087 913 432
NA NA 0 Female 0.0629583379486576 0.673131942749023 -1.13582567163202 2367 2008 2066 2087 913 432
NA NA 0 Female 0.0666820367332548 0.62169075012207 -1.13582567163202 2384 2008 2066 2087 913 432
NA NA 0 Female 0.0666820367332548 0.62169075012207 -1.13582567163202 2394 2008 2066 2087 913 432
NA NA 0 Female 0.102298094047001 0.565737724304199 -1.05319984089236 2468 2008 2282 2274 386 256
NA NA 0 Female 0.102298094047001 0.565737724304199 -1.05319984089236 2479 2008 2282 2274 386 256
NA NA 0 Male 0.102298094047001 0.565737724304199 -1.05319984089236 2491 2008 2282 2274 386 256
NA NA 0 Male 0.030340313911438 0.741477966308594 -0.970574010152704 2057 2008 1360 1518 914 119
NA NA 0 Male 0.030340313911438 0.741477966308594 -0.970574010152704 2059 2008 1360 1518 914 119
NA NA 0 Male 0.201211399282329 0.531766891479492 -1.05319984089236 2465 2008 2279 2235 915 134
NA NA 0 Male 0.201211399282329 0.531766891479492 -1.05319984089236 2476 2008 2279 2235 915 134
NA NA 0 Female 0.201211399282329 0.531766891479492 -1.05319984089236 2486 2008 2279 2235 915 134
NA NA 0 Male 0.201211399282329 0.531766891479492 -1.05319984089236 2490 2008 2279 2235 915 134
NA NA 0 Male 0.0618309983983636 0.621307373046875 -0.929261094782876 2388 2008 2051 2143 387 257
NA NA 0 Female 0.0618309983983636 0.621307373046875 -0.929261094782876 2398 2008 2051 2143 387 257
NA NA 0 Male 0.172042172169313 0.533770561218262 -0.970574010152704 2462 2008 2149 2271 916 443
NA NA 0 Female 0.0300751216709614 0.629505157470703 -0.970574010152704 2372 2008 2149 2271 916 443
NA NA 0 Male 0.172042172169313 0.533770561218262 -0.970574010152704 2484 2008 2149 2271 916 443
NA NA 0 Male 0.201470563653857 0.549817562103271 -0.970574010152704 2598 2008 2437 1786 917 444
NA NA 0 Female 0.201470563653857 0.549817562103271 -0.970574010152704 2606 2008 2437 1786 917 444
NA NA 0 Female 0.201470563653857 0.549817562103271 -0.970574010152704 2611 2008 2437 1786 917 444
NA NA 0 Male 0.201470563653857 0.549817562103271 -0.970574010152704 2613 2008 2437 1786 917 444
NA NA 0 Female 0.112598694860935 0.564548492431641 -0.846635264043219 2456 2008 2276 2139 918 445
NA NA 0 Female 0.112598694860935 0.564548492431641 -0.846635264043219 2471 2008 2276 2139 918 445
NA NA 0 Female 0.117709405021742 0.522216796875 -0.764009433303562 2355 2008 1962 2087 851 251
NA NA 0 Male 0.0856587972375564 0.70383083820343 0.640629689270602 3038 2011 1689 2643 165 122
NA NA 0 Male 0.114241530998697 0.55694317817688 0.681942604640431 2895 2011 2655 2646 166 123
NA NA 0 Male 0.221865237494058 0.542776346206665 0.764568435380087 2891 2011 2538 2644 919 164
NA NA 0 Male 0.221865237494058 0.542776346206665 0.764568435380087 2899 2011 2538 2644 919 164
NA NA 0 Female 0.0818473374238238 0.548752307891846 0.764568435380087 2756 2011 2538 2644 919 164
NA NA 0 Female 0.0818473374238238 0.548752307891846 0.764568435380087 2761 2011 2538 2644 919 164
NA NA 0 Male 0.0652669648052324 0.705424189567566 0.929820096859401 3036 2011 2653 2535 167 124
NA NA 0 Male 0.0667881424196821 0.671499013900757 0.929820096859401 2898 2011 2653 2535 167 124
NA NA 0 Female 0.0585696307898615 0.611093521118164 0.929820096859401 2905 2011 2503 2648 388 258
NA NA 0 Female 0.0259108410682529 0.651979207992554 1.01244592759906 2908 2011 2620 1518 389 159
NA NA 0 Male 0.308628649137972 0.60060453414917 1.01244592759906 2893 2011 2654 2645 920 158
NA NA 0 Male 0.107348482495127 0.577930927276611 1.05375884296889 3037 2011 2808 2805 390 259
NA NA 0 Male 0.0927223639155272 0.578585624694824 1.13638467370854 2590 2011 2279 2273 391 128
NA NA 0 Female 0.0408054559957236 0.680322170257568 1.26032341981803 2745 2011 1958 2453 168 125
NA NA 0 Female 0.0408054559957236 0.680322170257568 1.26032341981803 2755 2011 1958 2453 168 125
NA NA 0 Female 0.0818473374238238 0.548752307891846 1.38426216592751 2746 2011 2497 2615 921 446
NA NA 0 Female 0 0.792401790618896 1.34294925055768 2762 2011 50 2454 169 126
NA NA 0 Female 0 0.795440673828125 1.71476548888614 2233 2011 2050 48 393 260
NA NA 0 Male 0.192084701244312 0.572181463241577 1.92133006573528 2904 2011 2657 2619 170 127
NA NA 0 Male 0.192084701244312 0.572181463241577 1.92133006573528 2909 2011 2657 2619 170 127
NA NA 0 Female 0.129488928449064 0.571770668029785 1.92133006573528 2913 2011 2657 2619 170 127
NA NA 0 Male 0.0927223639155272 0.578585624694824 2.37577213480339 2591 2011 2279 2273 171 128
NA NA 0 Male 0.148752804270771 0.559906959533691 -1.17713858700185 2774 2012 2504 2455 922 156
NA NA 0 Male 0.148752804270771 0.559906959533691 -1.17713858700185 2780 2012 2504 2455 922 156
NA NA 0 Male 0.148752804270771 0.559906959533691 -1.17713858700185 2784 2012 2504 2455 922 156
NA NA 0 Female 0.308628649137972 0.60060453414917 -1.09451275626219 2929 2012 2654 2645 923 158
NA NA 0 Female 0.308628649137972 0.60060453414917 -1.09451275626219 2948 2012 2654 2645 923 158
NA NA 0 Male 0 0.792401790618896 -1.05319984089236 2771 2012 50 2454 173 126
NA NA 0 Male 0 0.792401790618896 -1.05319984089236 2782 2012 50 2454 173 126
NA NA 0 Male 0.114241530998697 0.55694317817688 -1.05319984089236 2932 2012 2655 2646 174 123
NA NA 0 Male 0.114241530998697 0.55694317817688 -1.05319984089236 2951 2012 2655 2646 174 123
NA NA 0 Female 0.114241530998697 0.55694317817688 -1.05319984089236 2974 2012 2655 2646 174 123
NA NA 0 Male 0.127561288303696 0.579920768737793 -0.805322348673391 2773 2012 2050 2584 924 447
NA NA 0 Male 0.127561288303696 0.579920768737793 -0.805322348673391 2778 2012 2050 2584 924 447
NA NA 0 Male 0.0953321110355319 0.639572858810425 -0.846635264043219 2954 2012 2741 2273 175 129
NA NA 0 Female 0.039813040260924 0.703000068664551 -0.805322348673391 3060 2012 1958 2866 925 283
NA NA 0 Male 0.039813040260924 0.703000068664551 -0.805322348673391 3078 2012 1958 2866 925 283
NA NA 0 Male 0.039813040260924 0.703000068664551 -0.805322348673391 3094 2012 1958 2866 925 283
NA NA 0 Female 0.101958008934162 0.6141197681427 -0.805322348673391 2936 2012 2657 2425 926 161
NA NA 0 Female 0.101958008934162 0.6141197681427 -0.805322348673391 2956 2012 2657 2425 926 161
NA NA 0 Female 0.101958008934162 0.6141197681427 -0.805322348673391 2970 2012 2657 2425 926 161
NA NA 0 Male 0.170170528013841 0.550444364547729 -0.681383602563906 2944 2012 2497 2615 927 446
NA NA 0 Female 0.0805919371778145 0.555388450622559 -0.681383602563906 2770 2012 2497 2615 927 446
NA NA 0 Female 0.137505148886703 0.619916081428528 -0.640070687194077 3064 2012 2498 2869 928 277
NA NA 0 Male 0.104471436396125 0.57377290725708 -0.640070687194077 2777 2012 2498 2869 928 277
NA NA 0 Male 0.0867182600977685 0.595396757125854 -0.681383602563906 3071 2012 2888 2619 176 130
NA NA 0 Female 0.0867182600977685 0.595396757125854 -0.681383602563906 3103 2012 2888 2619 176 130
NA NA 0 Male 0.0633458351767331 0.68549370765686 -0.640070687194077 2938 2012 2742 2585 177 131
NA NA 0 Male 0.0633458351767331 0.68549370765686 -0.640070687194077 2958 2012 2742 2585 177 131
NA NA 0 Female 0.10143185265224 0.573926687240601 -0.681383602563906 2933 2012 2620 2649 929 448
NA NA 0 Female 0.184030015103417 0.574301481246948 -0.681383602563906 2952 2012 2620 2649 929 448
NA NA 0 Male 0.10143185265224 0.573926687240601 -0.681383602563906 2968 2012 2620 2649 929 448
NA NA 0 Female 0.10143185265224 0.573926687240601 -0.681383602563906 2975 2012 2620 2649 929 448
NA NA 0 Female 0.0652669648052324 0.705424189567566 -0.598757771824249 3056 2012 2653 2535 930 124
NA NA 0 Female 0.0667881424196821 0.671499013900757 -0.598757771824249 2942 2012 2653 2535 930 124
NA NA 0 Male 0.0667881424196821 0.671499013900757 -0.598757771824249 2962 2012 2653 2535 930 124
NA NA 0 Male 0.119016119485423 0.570078492164612 -0.640070687194077 3065 2012 2883 2650 931 449
NA NA 0 Male 0.119016119485423 0.570078492164612 -0.640070687194077 3081 2012 2883 2650 931 449
NA NA 0 Female 0.119016119485423 0.570078492164612 -0.640070687194077 3097 2012 2883 2650 931 449
NA NA 0 Male 0.115831339368015 0.572653293609619 -0.598757771824249 2945 2012 2738 2732 178 132
NA NA 0 Male 0.357034456996189 0.559906959533691 -0.598757771824249 2964 2012 2738 2732 178 132
NA NA 0 Male 0.14259051917179 0.5263352394104 -0.970574010152704 2628 2009 2440 2145 932 121
NA NA 0 Female 0.14259051917179 0.5263352394104 -0.970574010152704 2636 2009 2440 2145 932 121
NA NA 0 Female 0.14259051917179 0.5263352394104 -0.970574010152704 2640 2009 2440 2145 932 121
NA NA 0 Female 0.0314386857207865 0.692773818969727 -1.01188692552253 2405 2009 1958 2142 933 120
NA NA 0 Male 0.0314386857207865 0.692773818969727 -1.01188692552253 2410 2009 1958 2142 933 120
NA NA 0 Male 0.0314386857207865 0.692773818969727 -1.01188692552253 2415 2009 1958 2142 933 120
NA NA 0 Male 0.0314386857207865 0.692773818969727 -1.01188692552253 2420 2009 1958 2142 933 120
NA NA 0 Female 0.0519096002681181 0.632257461547852 -0.929261094782876 2507 2009 2066 2270 179 133
NA NA 0 Female 0.0519096002681181 0.632257461547852 -0.929261094782876 2517 2009 2066 2270 179 133
NA NA 0 Female 0.0519096002681181 0.632257461547852 -0.929261094782876 2530 2009 2066 2270 179 133
NA NA 0 Female 0 0.77557373046875 -0.970574010152704 1896 2009 1642 48 934 450
NA NA 0 Female 0 0.77557373046875 -0.970574010152704 1898 2009 1642 48 934 450
NA NA 0 Male 0 0.77557373046875 -0.970574010152704 1899 2009 1642 48 934 450
NA NA 0 Male 0.201211399282329 0.531766891479492 -0.929261094782876 2512 2009 2279 2235 180 134
NA NA 0 Male 0.0360057957004756 0.685333728790283 -0.846635264043219 2624 2009 2436 1687 395 261
NA NA 0 Female 0.0360057957004756 0.685333728790283 -0.846635264043219 2631 2009 2436 1687 395 261
NA NA 0 Male 0.0360057957004756 0.685333728790283 -0.846635264043219 2642 2009 2436 1687 395 261
NA NA 0 Female 0.260860323905945 0.6981201171875 -0.805322348673391 2211 2009 2051 1518 935 451
NA NA 0 Male 0.260860323905945 0.6981201171875 -0.805322348673391 2215 2009 2051 1518 935 451
NA NA 0 Male 0.0760095555451699 0.534110546112061 -0.805322348673391 2627 2009 2439 2049 936 263
NA NA 0 Male 0.100540395418648 0.569121837615967 -0.805322348673391 2635 2009 2439 2049 936 263
NA NA 0 Female 0.136436674278229 0.58992862701416 -0.722696517933734 2510 2009 2278 1688 182 136
NA NA 0 Female 0.136436674278229 0.58992862701416 -0.722696517933734 2526 2009 2278 1688 182 136
NA NA 0 Female 0.174105373211205 0.590900421142578 -0.681383602563906 2207 2009 1962 2335 937 452
NA NA 0 Male 0.174105373211205 0.590900421142578 -0.681383602563906 2213 2009 1962 2335 937 452
NA NA 0 Female 0.174105373211205 0.590900421142578 -0.681383602563906 2217 2009 1962 2335 937 452
NA NA 0 Female 0.174105373211205 0.590900421142578 -0.681383602563906 2221 2009 1962 2335 937 452
NA NA 0 Male 0.0660077165812254 0.585399627685547 -0.598757771824249 2209 2009 1964 2143 396 262
NA NA 0 Male 0.0871523662935942 0.547847747802734 -0.598757771824249 2419 2009 1964 2143 396 262
NA NA 0 Male 0.0871523662935942 0.547847747802734 -0.598757771824249 2424 2009 1964 2143 396 262
NA NA 0 Female 0.0561070183757693 0.740994453430176 -0.433506110344935 2505 2009 2337 1687 938 266
NA NA 0 Female 0.0561070183757693 0.740994453430176 -0.433506110344935 2514 2009 2337 1687 938 266
NA NA 0 Male 0.0730067386684823 0.629255771636963 -0.350880279605279 2626 2009 2338 2453 939 453
NA NA 0 Male 0.0730067386684823 0.629255771636963 -0.350880279605279 2634 2009 2338 2453 939 453
NA NA 0 Female 0.0835087429732084 0.558910369873047 -0.30956736423545 2412 2009 2200 1787 183 137
NA NA 0 Female 0 0.759212493896484 -0.30956736423545 2423 2009 2200 1787 183 137
NA NA 0 Male 0.0707615214341786 0.618446588516235 -0.144315702756137 2798 2009 2594 1933 940 267
NA NA 0 Male 0.14259051917179 0.5263352394104 0.144874704832662 2629 2009 2440 2145 941 121
NA NA 0 Male 0.14259051917179 0.5263352394104 0.144874704832662 2637 2009 2440 2145 941 121
NA NA 0 Male 0.14259051917179 0.5263352394104 0.144874704832662 2641 2009 2440 2145 941 121
NA NA 0 Female 0.254348948597908 0.789215087890625 0.310126366311975 1894 2009 1689 1687 942 454
NA NA 0 Female 0.254348948597908 0.789215087890625 0.310126366311975 1897 2009 1689 1687 942 454
NA NA 0 Female 0.032301667612046 0.630324602127075 0.310126366311975 2803 2009 2595 2271 184 138
NA NA 0 Male 0.0903354897163808 0.576940536499023 0.516690943161117 2516 2009 2277 2454 185 135
NA NA 0 Female 0.0903354897163808 0.576940536499023 0.516690943161117 2523 2009 2277 2454 185 135
NA NA 0 Female 0.0314386857207865 0.692773818969727 0.475378027791289 2406 2009 1958 2142 398 120
NA NA 0 Female 0.0808248224202543 0.602385520935059 0.516690943161117 2511 2009 2051 2275 186 139
NA NA 0 Female 0.0808248224202543 0.602385520935059 0.516690943161117 2528 2009 2051 2275 186 139
NA NA 0 Female 0.0808248224202543 0.602385520935059 0.516690943161117 2534 2009 2051 2275 186 139
NA NA 0 Male 0.0519096002681181 0.632257461547852 0.558003858530946 2508 2009 2066 2270 943 133
NA NA 0 Male 0.0519096002681181 0.632257461547852 0.558003858530946 2518 2009 2066 2270 943 133
NA NA 0 Male 0.0519096002681181 0.632257461547852 0.558003858530946 2524 2009 2066 2270 943 133
NA NA 0 Female 0.0519096002681181 0.632257461547852 0.558003858530946 2531 2009 2066 2270 943 133
NA NA 0 Male 0.0589248407632113 0.580976486206055 0.558003858530946 2409 2009 1642 48 944 450
NA NA 0 Male 0.0589248407632113 0.580976486206055 0.558003858530946 2414 2009 1642 48 944 450
NA NA 0 Female 0.069351834943518 0.53874135017395 0.558003858530946 2802 2009 1642 48 944 450
NA NA 0 Male 0.069351834943518 0.53874135017395 0.558003858530946 2804 2009 1642 48 944 450
NA NA 0 Male 0 0.805402755737305 0.599316773900774 2408 2009 50 2086 945 250
NA NA 0 Male 0 0.805402755737305 0.599316773900774 2411 2009 50 2086 945 250
NA NA 0 Male 0 0.805402755737305 0.599316773900774 2417 2009 50 2086 945 250
NA NA 0 Female 0 0.805402755737305 0.599316773900774 2422 2009 50 2086 945 250
NA NA 0 Female 0 0.795440673828125 0.723255520010259 2206 2009 2050 48 946 260
NA NA 0 Male 0 0.795440673828125 0.723255520010259 2212 2009 2050 48 946 260
NA NA 0 Female 0 0.795440673828125 0.723255520010259 2216 2009 2050 48 946 260
NA NA 0 Female 0 0.795440673828125 0.723255520010259 2220 2009 2050 48 946 260
NA NA 0 Male 0.0825400032917969 0.549938678741455 0.847194266119744 2632 2009 2436 2140 187 140
NA NA 0 Male 0.0927223639155272 0.578585624694824 0.971133012229229 2513 2009 2279 2273 188 128
NA NA 0 Female 0.136436674278229 0.58992862701416 0.929820096859401 2527 2009 2278 1688 189 136
NA NA 0 Male 0.136436674278229 0.58992862701416 0.929820096859401 2533 2009 2278 1688 189 136
NA NA 0 Female 0.0707615214341786 0.618446588516235 1.01244592759906 2799 2009 2594 1933 947 267
NA NA 0 Female 0.0707615214341786 0.618446588516235 1.01244592759906 2800 2009 2594 1933 947 267
NA NA 0 Female 0.0707615214341786 0.618446588516235 1.01244592759906 2801 2009 2594 1933 947 267
NA NA 0 Female 0.174105373211205 0.590900421142578 1.05375884296889 2208 2009 1962 2335 948 452
NA NA 0 Male 0.174105373211205 0.590900421142578 1.05375884296889 2214 2009 1962 2335 948 452
NA NA 0 Male 0.174105373211205 0.590900421142578 1.05375884296889 2218 2009 1962 2335 948 452
NA NA 0 Female 0.174105373211205 0.590900421142578 1.05375884296889 2222 2009 1962 2335 948 452
NA NA 0 Female 0.0300264656543732 0.624660491943359 1.17769758907837 2210 2009 1964 1518 949 112
NA NA 0 Male 0.202723139896989 0.528925895690918 1.17769758907837 2521 2009 1964 1518 949 112
NA NA 0 Female 0.0300264656543732 0.624660491943359 1.17769758907837 2219 2009 1964 1518 949 112
NA NA 0 Female 0.0561070183757693 0.740994453430176 1.26032341981803 2506 2009 2337 1687 950 266
NA NA 0 Male 0.0561070183757693 0.740994453430176 1.26032341981803 2515 2009 2337 1687 950 266
NA NA 0 Female 0.0561070183757693 0.740994453430176 1.26032341981803 2522 2009 2337 1687 950 266
NA NA 0 Male 0.0561070183757693 0.740994453430176 1.26032341981803 2529 2009 2337 1687 950 266
NA NA 0 Female 0.0835087429732084 0.558910369873047 1.26032341981803 2413 2009 2200 1787 190 137
NA NA 0 Male 0 0.759212493896484 1.26032341981803 2418 2009 2200 1787 190 137
NA NA 0 Female 0.0985649731010199 0.554746150970459 1.30163633518786 2625 2009 2437 2333 951 455
NA NA 0 Female 0.0985649731010199 0.554746150970459 1.30163633518786 2633 2009 2437 2333 951 455
NA NA 0 Female 0.0985649731010199 0.554746150970459 1.30163633518786 2639 2009 2437 2333 951 455
NA NA 0 Male 0.0519096002681181 0.632257461547852 1.63213965814648 2509 2009 2066 2270 952 133
NA NA 0 Female 0.0519096002681181 0.632257461547852 1.63213965814648 2519 2009 2066 2270 952 133
NA NA 0 Female 0 0.790726184844971 1.75607840425597 2630 2009 2440 49 191 141
NA NA 0 Male 0 0.790726184844971 1.75607840425597 2638 2009 2440 49 191 141
NA NA 0 Female 0.254348948597908 0.789215087890625 1.92133006573528 1895 2009 1689 1687 953 454
NA NA 0 Male 0 0.792401790618896 -1.92077106365876 2664 2010 50 2454 192 126
NA NA 0 Male 0 0.792401790618896 -1.92077106365876 2686 2010 50 2454 192 126
NA NA 0 Female 0 0.7631676197052 -1.92077106365876 2858 2010 50 2454 192 126
NA NA 0 Female 0.032301667612046 0.630324602127075 -1.87945814828893 2822 2010 2595 1518 954 456
NA NA 0 Female 0.032301667612046 0.630324602127075 -1.87945814828893 2838 2010 2595 1518 954 456
NA NA 0 Female 0.032301667612046 0.630324602127075 -1.87945814828893 2853 2010 2595 1518 954 456
NA NA 0 Female 0.170935052912682 0.567975521087646 -2.04470980976824 2667 2010 1642 2593 955 271
NA NA 0 Female 0.170935052912682 0.567975521087646 -2.04470980976824 2691 2010 1642 2593 955 271
NA NA 0 Male 0.0408054559957236 0.680322170257568 -1.8381452329191 2663 2010 1958 2453 956 125
NA NA 0 Male 0.0408054559957236 0.680322170257568 -1.8381452329191 2685 2010 1958 2453 956 125
NA NA 0 Female 0.0408054559957236 0.680322170257568 -1.8381452329191 2707 2010 1958 2453 956 125
NA NA 0 Female 0.0408054559957236 0.680322170257568 -1.8381452329191 2722 2010 1958 2453 956 125
NA NA 0 Female 0.0777080935658887 0.569943428039551 -1.75551940217944 2553 2010 2404 1954 957 155
NA NA 0 Male 0.0777080935658887 0.569943428039551 -1.75551940217944 2565 2010 2404 1954 957 155
NA NA 0 Female 0.0777080935658887 0.569943428039551 -1.75551940217944 2577 2010 2404 1954 957 155
NA NA 0 Female 0.136436674278229 0.58992862701416 -1.75551940217944 2546 2010 2278 1688 958 136
NA NA 0 Female 0.136436674278229 0.58992862701416 -1.75551940217944 2559 2010 2278 1688 958 136
NA NA 0 Female 0.136436674278229 0.58992862701416 -1.75551940217944 2571 2010 2278 1688 958 136
NA NA 0 Male 0.136436674278229 0.58992862701416 -1.75551940217944 2580 2010 2278 1688 958 136
NA NA 0 Female 0.101387688002433 0.547826528549194 -1.71420648680961 2820 2010 1962 2617 959 457
NA NA 0 Female 0.174105373211205 0.590900421142578 -1.71420648680961 2226 2010 1962 2617 959 457
NA NA 0 Female 0.101387688002433 0.547826528549194 -1.71420648680961 2851 2010 1962 2617 959 457
NA NA 0 Male 0.066316678217845 0.645246505737305 -1.59026774070013 2669 2010 2066 2494 400 265
NA NA 0 Female 0.066316678217845 0.645246505737305 -1.59026774070013 2712 2010 2066 2494 400 265
NA NA 0 Female 0.0801020768412855 0.550596237182617 -1.59026774070013 2550 2010 2279 2235 960 134
NA NA 0 Male 0.201211399282329 0.531766891479492 -1.59026774070013 2563 2010 2279 2235 960 134
NA NA 0 Male 0.201211399282329 0.531766891479492 -1.59026774070013 2575 2010 2279 2235 960 134
NA NA 0 Male 0.201211399282329 0.531766891479492 -1.59026774070013 2582 2010 2279 2235 960 134
NA NA 0 Female 0.0561070183757693 0.740994453430176 -1.5489548253303 2539 2010 2337 1687 401 266
NA NA 0 Female 0.0561070183757693 0.740994453430176 -1.5489548253303 2554 2010 2337 1687 401 266
NA NA 0 Female 0.20506901218323 0.578866958618164 -1.63158065606996 2552 2010 2403 2619 961 273
NA NA 0 Male 0.152768182830187 0.564016103744507 -1.63158065606996 2842 2010 2403 2619 961 273
NA NA 0 Female 0.0264209881424904 0.683285713195801 -1.46632899459064 2671 2010 2501 2271 962 144
NA NA 0 Male 0.0264209881424904 0.683285713195801 -1.46632899459064 2697 2010 2501 2271 962 144
NA NA 0 Female 0.0264209881424904 0.683285713195801 -1.46632899459064 2716 2010 2501 2271 962 144
NA NA 0 Female 0.0264209881424904 0.683285713195801 -1.46632899459064 2727 2010 2501 2271 962 144
NA NA 0 Male 0.0707615214341786 0.618446588516235 -1.46632899459064 2830 2010 2594 1933 402 267
NA NA 0 Female 0.0707615214341786 0.618446588516235 -1.46632899459064 2844 2010 2594 1933 402 267
NA NA 0 Male 0.0707615214341786 0.618446588516235 -1.46632899459064 2857 2010 2594 1933 402 267
NA NA 0 Female 0.254348948597908 0.789215087890625 -1.42501607922082 1900 2010 1689 2140 403 268
NA NA 0 Male 0.0426025707274675 0.653820037841797 -1.42501607922082 2426 2010 1689 2140 403 268
NA NA 0 Male 0.0426025707274675 0.653820037841797 -1.42501607922082 2427 2010 1689 2140 403 268
NA NA 0 Female 0.0300264656543732 0.624660491943359 -1.34239024848116 2225 2010 1964 2275 963 458
NA NA 0 Male 0.0300264656543732 0.624660491943359 -1.34239024848116 2227 2010 1964 2275 963 458
NA NA 0 Female 0.0300264656543732 0.624660491943359 -1.34239024848116 2228 2010 1964 2275 963 458
NA NA 0 Female 0.0300264656543732 0.624660491943359 -1.34239024848116 2229 2010 1964 2275 963 458
NA NA 0 Male 0.124390330514871 0.579781055450439 -1.38370316385099 2678 2010 2504 2455 964 156
NA NA 0 Male 0.148752804270771 0.559906959533691 -1.38370316385099 2703 2010 2504 2455 964 156
NA NA 0 Female 0.124390330514871 0.579781055450439 -1.38370316385099 2720 2010 2504 2455 964 156
NA NA 0 Male 0.148752804270771 0.559906959533691 -1.38370316385099 2730 2010 2504 2455 964 156
NA NA 0 Female 0.14259051917179 0.5263352394104 -1.17713858700185 2673 2010 2440 2145 965 121
NA NA 0 Female 0.14259051917179 0.5263352394104 -1.17713858700185 2699 2010 2440 2145 965 121
NA NA 0 Male 0.232364857773064 0.520931720733643 -1.17713858700185 2659 2010 2437 2492 966 459
NA NA 0 Female 0.100333418937225 0.552460432052612 -1.17713858700185 2815 2010 2498 48 967 460
NA NA 0 Male 0 0.789292812347412 -1.17713858700185 2689 2010 2498 48 967 460
NA NA 0 Male 0.0493682775631896 0.661246538162231 -1.17713858700185 2832 2010 2621 2493 404 269
NA NA 0 Male 0.118790550906851 0.637631177902222 -1.05319984089236 2817 2010 2499 2616 968 461
NA NA 0 Male 0.118790550906851 0.637631177902222 -1.05319984089236 2836 2010 2499 2616 968 461
NA NA 0 Male 0.118790550906851 0.637631177902222 -1.05319984089236 2849 2010 2499 2616 968 461
NA NA 0 Female 0.0805919371778145 0.555388450622559 -1.01188692552253 2661 2010 2497 2615 969 446
NA NA 0 Female 0.0818473374238238 0.548752307891846 -1.01188692552253 2684 2010 2497 2615 969 446
NA NA 0 Female 0.0805919371778145 0.555388450622559 -1.01188692552253 2706 2010 2497 2615 969 446
NA NA 0 Female 0.0771850612800336 0.553785800933838 -0.970574010152704 2672 2010 2502 2618 405 145
NA NA 0 Female 0.104176520082547 0.587739229202271 -0.970574010152704 2861 2010 2502 2618 405 145
NA NA 0 Male 0.0822377402801067 0.572154998779297 -0.846635264043219 2541 2010 2402 2205 970 462
NA NA 0 Male 0.127561288303696 0.579920768737793 -0.970574010152704 2793 2014 2050 2584 971 447
NA NA 0 Female 0.127561288303696 0.579920768737793 -0.970574010152704 2794 2014 2050 2584 971 447
NA NA 0 Male 0.127561288303696 0.579920768737793 -0.970574010152704 2795 2014 2050 2584 971 447
NA NA 0 Female 0 0.896200895309448 -0.970574010152704 3013 2014 2769 3041 972 463
NA NA 0 Female 0.156555849873712 0.733537137508392 -0.970574010152704 3306 2014 2769 3041 972 463
NA NA 0 Male 0.027957866370798 0.784316003322601 -0.970574010152704 3327 2014 2769 3041 972 463
NA NA 0 Male 0.156555849873712 0.733537137508392 -0.970574010152704 3337 2014 2769 3041 972 463
NA NA 0 Female 0.0974086850490039 0.642829358577728 -0.805322348673391 3275 2014 3047 2868 973 275
NA NA 0 Female 0.0974086850490039 0.642829358577728 -0.805322348673391 3300 2014 3047 2868 973 275
NA NA 0 Male 0.0876775004912815 0.614175498485565 -0.805322348673391 3324 2014 3047 2868 973 275
NA NA 0 Female 0.047882439784189 0.670024752616882 -0.805322348673391 3169 2014 2767 2875 974 464
NA NA 0 Male 0.0824824186856858 0.637016534805298 -0.805322348673391 3015 2014 2767 2875 974 464
NA NA 0 Female 0.0824824186856858 0.637016534805298 -0.805322348673391 3017 2014 2767 2875 974 464
NA NA 0 Female 0.0824824186856858 0.637016534805298 -0.805322348673391 3019 2014 2767 2875 974 464
NA NA 0 Male 0.078642049865266 0.609981179237366 -0.681383602563906 3269 2014 3116 2732 975 465
